album_id,album_name,album_type,artist_id,artist_name,rank_position,track_duration,track_id,track_name,track_number,track_popularity,track_type,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,type,valence
4c0h2zDKWkMnYjjwWitaCM,Caffeine,SINGLE,5ApQnMT6oR8eLguf24xb9S,Foreign Air,215,185547,61b8dII0C3ybIRdQY6dl3d,Caffeine,1,55,track,0.0452,0.626,185548,0.63,0.000128,1,0.146,-5.564,1,0.0309,95.008,4,audio_features,0.419
3MwrwbxsAhFCNWfjYN3YKN,Life Of Leisure,SINGLE,5juOkIIy18sFw9L30syt1Z,Washed Out,216,168680,4i13Vno2UPtn6kp2Ge9N2J,New Theory,2,50,track,0.037,0.574,168680,0.865,0.283,7,0.17,-1.888,1,0.041,100.527,4,audio_features,0.39
1JWOlkTK241186WGMLZ7Yd,We Can Die Happy,ALBUM,1ybAN3utgdoUL1MUCtH4QM,Tennis,217,202133,1DzNyccqAwnOS5MJdITcNI,I Miss That Feeling,3,43,track,0.295,0.324,202133,0.542,0.0755,10,0.109,-6.823,0,0.0289,159.515,4,audio_features,0.61
5mCunsrgsltXtI60XChYA0,Death By Sexy,ALBUM,02uYdhMhCgdB49hZlYRm9o,Eagles Of Death Metal,219,141933,5Fk03RQDlxc1qWe0ySDohB,I Want You So Hard (Boy's Bad News),1,36,track,0.00954,0.45,141933,0.981,0.000289,7,0.418,-4.361,1,0.0894,164.744,4,audio_features,0.552
0G4uiVw95PLsojSlxKP4Bf,True Love,SINGLE,7bhcf6U7Lu1Ra9u0oWLM5x,DiRTY RADiO,220,219576,7q02j5zwOqQOXm21IaPMlY,True Love,1,49,track,0.00883,0.761,219577,0.658,0.0,7,0.0948,-5.916,0,0.0396,123.938,4,audio_features,0.392
2qpspWmRrEI8EEEXqL1O5e,Ritual In Repeat (Deluxe),ALBUM,1ybAN3utgdoUL1MUCtH4QM,Tennis,222,246560,1fRvl1rDqH6zD3VwVJd2nM,Timothy,6,35,track,0.0504,0.345,246560,0.782,0.00176,6,0.133,-6.019,0,0.0335,147.869,4,audio_features,0.77
1lFroSL8x6KELMkLOS07DT,Peace Love Death Metal,ALBUM,02uYdhMhCgdB49hZlYRm9o,Eagles Of Death Metal,223,168920,5D1oPeuU4sGUwI5obM4bKZ,I Only Want You,1,43,track,0.593,0.548,168920,0.944,0.00155,9,0.103,-3.208,1,0.119,173.869,4,audio_features,0.901
55TZx6GWm1hlEbRgkGRjma,They Want My Soul,ALBUM,0K1q0nXQ8is36PzOKAMbNe,Spoon,224,157613,5IKyIlDdL7YIOdEdDpcfbH,I Just Don't Understand,8,37,track,0.112,0.522,157613,0.835,0.000467,4,0.161,-3.93,0,0.0296,80.612,3,audio_features,0.885
56VzbWWE2QjYc6WztWjyxB,The Steeldrivers,ALBUM,3bLSAQPeix7Xm2e5Gtn48R,The Steeldrivers,225,208413,757S467W1kCc0ZUCRwXmA2,Blue Side Of The Mountain,1,48,track,0.587,0.575,208413,0.655,0.0105,9,0.0947,-4.906,1,0.0277,134.362,4,audio_features,0.501
4ZaeYUM5vgvkpexijZ3w2r,Panorama,ALBUM,4lDXfIznmGueBgTjI3qGUX,Møme,226,218480,7IfOWyh4jTfkcGVrXKVNq0,Aloha,8,63,track,0.166,0.613,218480,0.63,0.000771,10,0.164,-7.395,0,0.0773,100.041,4,audio_features,0.309
4nr0xtBBSdHcnaq3iSqEIr,Lines in Wax,SINGLE,7muzHifhMdnfN1xncRLOqk,Flux Pavilion,227,303911,03EuhmMsEHVFI9ytainStU,I Can't Stop,3,61,track,0.000672,0.513,303911,0.775,0.248,0,0.409,-7.202,0,0.0304,139.932,4,audio_features,0.205
16mFJtVBLtnm7FMH0FMQLp,In Light,ALBUM,6t4Gtzu86ovaXYUmAL2zb3,GIVERS,228,273826,0BRvYS2qu4nVi9bF7MgyOq,Up Up Up,1,38,track,0.00277,0.425,273827,0.804,0.000269,6,0.207,-6.534,0,0.105,116.854,4,audio_features,0.284
0iYMIu3RfxzlhcJ9oK6TvB,Young & Old,ALBUM,1ybAN3utgdoUL1MUCtH4QM,Tennis,230,208160,3UFa8A2LDIh5wlHeETguP4,Origins,2,52,track,0.0464,0.58,208160,0.827,0.0202,5,0.162,-4.692,0,0.0281,113.906,4,audio_features,0.949
2zgb2l9pexGdZkM5pGuwb9,Cardboard Castles,ALBUM,3mJ9GlkLzj8Ka7Z7EQaCMi,Watsky,231,245933,0Vwfd6fxFrL3kCnZSJ9vid,Sloppy Seconds,11,59,track,0.207,0.74,245933,0.716,3.51e-06,6,0.0926,-5.796,0,0.0609,117.977,4,audio_features,0.804
713bra8VewzJiffy8GOjiO,Ritual In Repeat,ALBUM,1ybAN3utgdoUL1MUCtH4QM,Tennis,233,109493,1hM00JJgnzM9QzUp3nLBzk,Wounded Heart,8,25,track,0.862,0.48,109493,0.16,0.0,11,0.163,-13.365,0,0.029,96.661,4,audio_features,0.368
3OZgEywV4krCZ814pTJWr7,Dangerous Woman,ALBUM,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,234,244453,2meEiZKWkiN28gITzFwQo5,Into You,4,74,track,0.0153,0.636,244453,0.728,1.46e-06,9,0.154,-5.871,1,0.0999,107.986,4,audio_features,0.384
0uckcHnIdodDv7qO0brWLY,The BQE,ALBUM,4MXUO7sVCaFgFjoTI5ox5c,Sufjan Stevens,235,176120,4B8Ng9KANotKjENHiNLfFz,Prelude on the Esplanade,1,24,track,0.943,0.0645,176120,0.6,0.83,7,0.124,-19.481,1,0.16,75.051,4,audio_features,0.0288
6HYEKGm7isAkuzdDOw8yFB,Glass: String Quartets Nos. 1-4,ALBUM,69lxxQvsfAIoQbB20bEPFC,Philip Glass,236,194373,4qZh3yJ7tILlDD0Wmv7Ftj,"String Quartet No. 3, ""Mishima"": VI. Mishima / Closing",10,51,track,0.989,0.198,194373,0.0382,0.969,0,0.17,-29.885,0,0.0443,136.392,4,audio_features,0.127
4ROcfZVam2pemXs3hxXLQo,Walk This Way,ALBUM,0bdfiayQAKewqEvaU6rXCv,MØ,237,448453,7hVZJ4vrU4VFQhTQYCyRqv,Walk This Way - Alle Farben Remix,4,51,track,0.146,0.793,448453,0.567,0.437,4,0.103,-10.647,0,0.0499,122.025,4,audio_features,0.287
1c0IFLTzeBBiXL5gzQdDtr,Shape of You,SINGLE,0KOR480m8faZdcHlyW6hna,EZA,238,225681,7ilidJqOorUA8FtxoTMDPN,Shape of You,1,48,track,0.596,0.596,225682,0.39,0.000368,11,0.487,-9.708,0,0.225,176.0,4,audio_features,0.652
79DhsniyJEEW6PccuNns9d,Hopes Up,SINGLE,7LvvNoUPwTZpgXDWBRrfHg,Drama Duo,239,206858,6wIUVs9TqDvtrDTEQJmDtm,Hopes Up,1,34,track,0.506,0.744,206859,0.512,0.601,7,0.107,-9.955,0,0.0286,121.978,4,audio_features,0.57
5ImvJCAX33Pt2XGMaYaMia,"Passive Me, Aggressive You",ALBUM,0oeUpvxWsC8bWS6SnpU8b9,The Naked And Famous,240,246600,25nzKGDiua1lE9Qo5V19GL,Young Blood,7,63,track,7.14e-05,0.595,246600,0.866,0.000143,6,0.629,-4.629,1,0.0316,104.984,4,audio_features,0.368
6MMtYOfkyBL40AdUFR0o5O,Spiritual Machete,ALBUM,1VpMNjJ6j7zObzkLmJK9bG,Tickle Torture,241,336573,5bJbwqF9Ot9QydC8xrQdUA,Forgotten,1,32,track,0.0128,0.508,336573,0.911,0.00476,0,0.352,-4.219,1,0.0393,123.994,4,audio_features,0.619
1MqIFlrrhEh7lO6yZQjzUX,Big Jet Plane [EP],ALBUM,4tvKz56Tr39bkhcQUTO0Xr,Angus & Julia Stone,242,192000,0rONIAKyhhXXHxPfyc9dGf,You're The One That I Want,4,51,track,0.868,0.601,192000,0.0682,0.0,5,0.104,-13.474,0,0.0382,79.965,4,audio_features,0.344
1IYw4VrwQ4p1fV6QyEok5E,Army Of The Pharaohs: The Unholy Terror,ALBUM,0PI3pXpUMScjweiw3IbADc,Jedi Mind Tricks,243,191533,5e78eah3atJv25oMpfEUP4,"Spaz Out (feat. Apathy, King Magnetic, Esoteric & Celph Titled)",9,52,track,0.206,0.595,191533,0.963,0.0,10,0.377,-3.12,0,0.45,100.041,4,audio_features,0.471
7Kmmw7Z5D2UD5MVwdm10sT,Torches,ALBUM,7gP3bB2nilZXLfPHJhMdvc,Foster The People,244,239600,7w87IxuO7BDcJ3YUqCyMTT,Pumped Up Kicks,2,82,track,0.145,0.733,239600,0.71,0.115,5,0.0956,-5.849,0,0.0292,127.975,4,audio_features,0.965
0AJAk0rJtC7YKglp9N8fd0,All Or Nothing,SINGLE,2pTCZ9C1fXdaVlv6d5EIXM,Chrome Sparks,246,260519,6eAvbCJnRKJmGZOFUqawke,All Or Nothing,1,50,track,0.261,0.699,260520,0.515,0.46,1,0.0963,-8.251,1,0.0956,142.95,4,audio_features,0.376
5sCSHpVDoeFOFRUabhkTM2,Fractions Remixes,SINGLE,5ektKXWvSR9FjUExrpg1xK,Through Juniper Vale,247,215844,0p7YuKDX2i4jFLTKgNdNj5,Fractions - Noble Remix,1,40,track,0.422,0.737,215845,0.489,0.000445,1,0.0523,-5.821,0,0.0287,100.037,4,audio_features,0.135
6Ne1YGAZnGUYDEARw93om8,Envy Green,SINGLE,4tHZV2ZowPkzOvX4eG1inY,The Arcadian Wild,248,264062,2nNsGoMkxea0mJ1wHtKTNR,Envy Green,1,37,track,0.899,0.556,264063,0.292,2.84e-05,5,0.0963,-13.87,1,0.0358,95.983,4,audio_features,0.304
5h6Nt39jh7BYXDNVjcw2fF,Zipper Down,ALBUM,02uYdhMhCgdB49hZlYRm9o,Eagles Of Death Metal,249,248826,4GAAb8X9IOu3aJiICdd2kW,Oh Girl,5,35,track,0.203,0.672,248827,0.706,0.0817,11,0.251,-6.234,0,0.0372,119.966,4,audio_features,0.775
3PYk8e7eo2t5CA1Y3AvhaG,Home of the Strange,ALBUM,4j56EQDQu5XnL7R3E9iFJT,Young the Giant,250,240240,6pqKbOiVd58jcnxqIB10Ra,Amerika,1,62,track,0.0141,0.625,240240,0.781,1.17e-06,0,0.0662,-5.756,1,0.0456,89.982,4,audio_features,0.178
4VzzEviJGYUtAeSsJlI9QB,Woodstock,ALBUM,4kI8Ie27vjvonwaB2ePh8T,Portugal. The Man,251,163253,6QgjcU0zLnzq5OrUoSZ3OK,Feel It Still,4,91,track,0.0417,0.801,163253,0.795,0.000113,1,0.0717,-5.115,0,0.0504,79.028,4,audio_features,0.754
713bra8VewzJiffy8GOjiO,Ritual In Repeat,ALBUM,1ybAN3utgdoUL1MUCtH4QM,Tennis,252,211280,1UjG617EMV1SOufUot2pW7,This Isn't My Song,9,25,track,0.0244,0.427,211280,0.786,0.0575,11,0.132,-6.202,1,0.0374,108.101,4,audio_features,0.601
2uZCLo1QvLgjAb74Q8kv53,Emotion & Commotion,ALBUM,0AD4odMWVQ2wUSlgxOB5Rl,Jeff Beck,253,182426,3Be7vJDOFNOVv3iYQgIQpu,I Put A Spell On You [feat. Joss Stone],5,51,track,0.433,0.681,182427,0.335,0.000189,11,0.219,-10.479,0,0.0865,174.062,3,audio_features,0.749
19wwyEbPMmdHZy6fkG1PTu,Substitute,SINGLE,7pMqgUModTCyS7hpa5n2Lc,FRND,254,233181,5KyXztmJrzUwccF59xw1os,Substitute,1,51,track,0.529,0.662,233182,0.559,0.00592,7,0.0657,-6.521,0,0.0748,176.113,4,audio_features,0.726
0iYMIu3RfxzlhcJ9oK6TvB,Young & Old,ALBUM,1ybAN3utgdoUL1MUCtH4QM,Tennis,255,205346,2sUjIQrcoFiaDux3NcvLFo,Take Me to Heaven,9,28,track,0.0129,0.436,205347,0.745,5.04e-06,7,0.128,-4.405,1,0.0346,146.538,4,audio_features,0.42
0EVJX4RlYKuApsAN5CaDa3,Save Rock And Roll,ALBUM,4UXqAaa6dQYAk18Lv7PEgX,Fall Out Boy,256,211026,05Z77MHLPcBA2Wd5eDSJzl,Miss Missing You,7,56,track,3.95e-05,0.557,211027,0.859,4.15e-05,6,0.243,-2.976,0,0.0459,114.948,4,audio_features,0.314
4dNIkN6PPoqTKHfXs2cdBB,Great British Choral Works,ALBUM,5y9NnD1AZPcBVbDluRgiXS,The Sixteen,257,578800,0GyjQCNO90VdgjDNmZSyTv,Spem in alium,4,28,track,0.974,0.132,578800,0.219,0.0125,2,0.0691,-19.201,1,0.0394,71.142,5,audio_features,0.038
7CDijmRrZarHO1G2bKCSXr,The Storm,SINGLE,4tHZV2ZowPkzOvX4eG1inY,The Arcadian Wild,258,247587,12xDYL9cko3uwYJ1u74Soy,The Storm,1,40,track,0.723,0.528,247587,0.301,1.18e-05,7,0.109,-10.217,1,0.0303,145.521,3,audio_features,0.487
6bQEJO7aG6Riy6ZizMBxTL,Tavener: Song for Athene etc.,ALBUM,45ff9QmiC1LkmDPk5TBN21,John Tavener,259,395973,1IkmEHSdKiCQcrTdKx5pSa,Song for Athene,1,10,track,0.981,0.0771,395973,0.00829,0.296,5,0.0667,-25.245,1,0.0455,80.976,4,audio_features,0.0356
55TZx6GWm1hlEbRgkGRjma,They Want My Soul,ALBUM,0K1q0nXQ8is36PzOKAMbNe,Spoon,260,205653,1SsAd1GkFaU5icW6LoUpbs,Let Me Be Mine,9,43,track,0.233,0.744,205653,0.788,0.055,0,0.117,-3.755,1,0.0448,132.361,4,audio_features,0.551
0dYi4VGov4Dl4AED2eVwPw,Lost on You,ALBUM,0J7U24vlOOIeMpuaO6Q85A,LP,261,268105,2LIh4uzqq9cXMPzzmcToHl,Lost on You,3,64,track,0.1,0.433,268105,0.724,0.0,5,0.0918,-6.126,0,0.0372,174.006,4,audio_features,0.689
7zBRw7aeKzugZ5bkFtcSID,The Best Of Bardot,COMPILATION,1q24xIsAD7JZuVkTLR9TJy,Brigitte Bardot,262,98706,3UodijH4fESPUiVz7t8TJC,Moi je joue,3,30,track,0.0759,0.618,98707,0.835,0.0,7,0.289,-5.543,0,0.0401,105.749,4,audio_features,0.8
6HYEKGm7isAkuzdDOw8yFB,Glass: String Quartets Nos. 1-4,ALBUM,69lxxQvsfAIoQbB20bEPFC,Philip Glass,263,259053,4I10oVEdGpYfJaSGTEUPlZ,"String Quartet No. 3, ""Mishima"": I. 1957: Award Montage",5,24,track,0.971,0.231,259053,0.115,0.955,0,0.101,-22.772,0,0.0836,119.706,4,audio_features,0.176
0odRcmZavd2RjPtZtvZFXd,Tell Where I Lie (Bonus Track Version),ALBUM,0PhKXBGcwWwVcXCETFd92y,Fossil Collective,264,255253,4N0foW71yRHvqBFrkpc0ed,Let It Go,1,38,track,0.157,0.552,255253,0.649,0.000642,10,0.277,-8.285,1,0.0274,130.505,4,audio_features,0.49
5wXEkNwC98eSnVEWGI5XAY,Lenachka,SINGLE,1KMdIxzX1BddGfY2H8aGvn,Lenachka,265,159640,4hNfK3mZuLfZ5r78HYXzyH,Edge of New York,5,27,track,0.546,0.462,159640,0.585,0.0,11,0.304,-8.414,1,0.0519,81.969,4,audio_features,0.409
5Ws5ktkIUJFpaIImvH3tYU,SUCKER,ALBUM,25uiPmTg16RbhZWAqwLBy5,Charli XCX,266,225887,4ktr6cVeb0tQT7gy6UBKTx,Need Ur Luv,14,39,track,0.0522,0.67,225887,0.891,0.000913,6,0.365,-3.598,0,0.0603,116.008,4,audio_features,0.528
1JWOlkTK241186WGMLZ7Yd,We Can Die Happy,ALBUM,1ybAN3utgdoUL1MUCtH4QM,Tennis,267,175853,4uK1agHAnOsyCo62SBEO5y,Diamond Rings,4,49,track,0.156,0.644,175853,0.745,0.15,11,0.118,-5.994,1,0.0308,159.996,4,audio_features,0.937
5MQBzs5YlZlE28mD9yUItn,PRISM (Deluxe),ALBUM,6jJ0s89eD6GaHleKKya26X,Katy Perry,268,215672,5jrdCoLpJSvHHorevXBATy,Dark Horse,6,70,track,0.00403,0.646,215672,0.587,0.0,6,0.145,-6.139,1,0.0528,131.932,4,audio_features,0.341
373TnwiNUfLYufOpCmi525,Mozart: Requiem Realisations,ALBUM,4NJhFmfw43RLBLjQvxDuRS,Wolfgang Amadeus Mozart,269,169666,69RoAhDqFOiQb2pQvb24Ii,Requiem: Lacrimosa,8,64,track,0.932,0.162,169667,0.102,0.9,2,0.17,-23.315,0,0.036,131.626,3,audio_features,0.0445
50mUh3ClRQ5C1BlbZYe1Ok,Golden Youth,SINGLE,2MoxYOhy9ooC8KRcdgIFif,Leroy Styles,270,194253,6agBJV49zfUhDkGPLjjDs4,Golden Youth,1,58,track,0.01,0.679,194254,0.887,2.13e-06,6,0.0607,-4.285,0,0.15,114.824,4,audio_features,0.4
2esdHJ5TiZcDXCnmy50hLa,Queen Of The Clouds (Blueprint Edition),ALBUM,4NHQUGzhtTLFvgF5SZesLK,Tove Lo,272,209160,6YL5zD4SggAZAQcdPv5r0C,Habits (Stay High),13,56,track,0.069,0.729,209160,0.653,6e-05,5,0.0823,-3.447,1,0.0307,110.045,4,audio_features,0.438
6HA2YKWabsGi6XWkhWoZuA,Dirty Projectors,ALBUM,5VF0YkVLeVD4ytyiyVSIiF,Dirty Projectors,273,450544,0A4yKvRLnSxGcEFhAHjdwW,Up In Hudson,3,56,track,0.379,0.672,450544,0.733,0.0242,10,0.152,-6.988,1,0.0771,123.991,4,audio_features,0.672
4nYzn3xOXQsltWZ5AIQns7,Something,ALBUM,7hAolICGSgXJuM6DUpK5rp,Chairlift,274,207306,0aqRkWPAL9BGCvvdSiXaE9,I Belong in Your Arms,3,46,track,0.00482,0.498,207307,0.795,5.37e-05,5,0.124,-5.992,1,0.0444,172.564,4,audio_features,0.762
3FDYmCinR2Mx94ukKJKDew,Writer's Block,ALBUM,6u11Qbko2N2hP4lTBYjX86,Peter Bjorn and John,275,279026,6M6UoxIPn4NOWW0x7JPRfv,Young Folks,3,64,track,0.0172,0.701,279027,0.815,0.000627,0,0.0969,-5.995,1,0.038,138.142,4,audio_features,0.67
0G1ffjfFuTUTVjDrVdLimH,Views,ALBUM,3TVXtAsR1Inumwj472S9r4,Drake,276,173986,12VWzyPDBCc8fqeWCAfNwR,One Dance,12,73,track,0.00902,0.785,173987,0.617,0.00246,1,0.351,-5.871,1,0.0522,103.981,4,audio_features,0.382
3PYk8e7eo2t5CA1Y3AvhaG,Home of the Strange,ALBUM,4j56EQDQu5XnL7R3E9iFJT,Young the Giant,277,228466,6L3VWDPDTQkQFkqvmpAUMU,Something To Believe In,2,64,track,0.0245,0.623,228467,0.886,0.0,1,0.247,-3.044,1,0.0404,92.021,4,audio_features,0.709
1ZX879NRkZvM8iQRGo36zk,JARA,SINGLE,5PXK2YPsd6chN8kg9AwuOD,Juan Calderon,278,188583,0e3vSZVxUO0pOYpfMIHNET,Empire,3,16,track,0.616,0.571,188583,0.375,0.117,6,0.168,-11.529,0,0.0334,102.945,4,audio_features,0.21
3PYk8e7eo2t5CA1Y3AvhaG,Home of the Strange,ALBUM,4j56EQDQu5XnL7R3E9iFJT,Young the Giant,280,243640,3XqdYTHbYWw2haLim9Kwfc,Art Exhibit,9,55,track,0.463,0.49,243640,0.48,2.27e-06,8,0.135,-9.949,1,0.0374,149.819,3,audio_features,0.221
0nblmZFeyUrqGXhvNrupd8,Pursuit Of Happiness,ALBUM,4c0rfXN0PVwXJetzkiPm48,Astronomy Class,281,243306,67eobyY711EmMpVP0Sw2Mk,Pursuit Of Happiness,4,28,track,0.233,0.814,243307,0.85,0.0,1,0.0948,-5.344,1,0.0763,91.001,4,audio_features,0.913
69wqr15zGZ6l9AQjRc9UDy,Better Alive,ALBUM,4pwFBExMdUoRMvOMD2ajBT,The Herd,282,203687,6fXXY0zdh8MBT1CtzBX2p2,Better Alive,1,22,track,0.0207,0.777,203687,0.783,1.56e-05,9,0.108,-4.369,0,0.133,131.0,4,audio_features,0.599
6jEbT4dTzAMHByiX7wLsts,Off The Grid,ALBUM,1xSSjJrKTO2ZNPU81uLtmI,Bliss n Eso,283,206243,1HRfk33rb6Td8NqQsZ2wC8,Tear The Roof Off (feat. Watsky),3,58,track,0.161,0.736,206244,0.89,0.0,1,0.166,-5.07,0,0.249,142.101,4,audio_features,0.679
2r69WsAMyjbgLf8c4woaUr,My Type EP,SINGLE,1dWEYMPtNmvSVaDNLgB6NV,Saint Motel,284,206393,2Iq6HhIquO7JKr0KfTNLzU,My Type,1,67,track,0.0641,0.596,206394,0.897,5.24e-05,10,0.0628,-2.94,1,0.0462,118.0,4,audio_features,0.578
6mm1Skz3JE6AXneya9Nyiv,Oracular Spectacular,ALBUM,0SwO7SWeDHJijQ3XNS7xEE,MGMT,285,229640,3FtYbEfBqAlGO46NUDQSAt,Electric Feel,4,74,track,0.0714,0.763,229640,0.807,0.28,1,0.348,-3.714,1,0.035,103.038,3,audio_features,0.559
5nhoVKDcCXvi3AruUFJWnv,Delirium (Deluxe),ALBUM,0X2BH1fck6amBIoJhDVmmJ,Ellie Goulding,286,213445,4nS1sut0R2mgmFitKIShVe,On My Mind,5,64,track,0.279,0.697,213445,0.687,5.11e-06,2,0.0861,-6.574,0,0.0537,154.921,4,audio_features,0.75
3fvFlaBBbAFO0QCrSTbfaU,Allegri Miserere,ALBUM,45ff9QmiC1LkmDPk5TBN21,John Tavener,287,370680,4q8nTqZQlOhl8YqkXtpiCI,Song for Athene,1,37,track,0.984,0.144,370680,0.021,0.279,10,0.0961,-25.503,1,0.0457,139.977,4,audio_features,0.0349
2lLjGAmDHjCNiydZ4Yp8bT,Crazy For You,ALBUM,5YkBrE0wF8cAlq3GCOw5Eu,Best Coast,288,178080,7Cb9fYGYtFaANCaqYEOCDC,When I'm With You,13,48,track,0.49,0.247,178080,0.836,0.835,7,0.261,-4.57,1,0.0478,145.169,4,audio_features,0.305
2tlTBLz2w52rpGCLBGyGw6,Minutes To Midnight (Explicit Version),ALBUM,6XyY86QOPPrYVGvF9ch6wz,Linkin Park,289,205613,18lR4BzEs7e3qzc0KVkTpU,What I've Done,6,77,track,0.0141,0.623,205613,0.93,1.64e-06,5,0.138,-5.285,1,0.0324,120.119,4,audio_features,0.287
6spTDEWQfiSsKjkR9NmuDX,Fleet Foxes,ALBUM,4EVpmkEwrLYEg6jIsiPMIb,Fleet Foxes,290,147026,1Er5JMNcguoBMFXxwZ7BWH,White Winter Hymnal,2,65,track,0.437,0.629,147027,0.534,3.33e-06,6,0.328,-9.054,0,0.0267,124.964,4,audio_features,0.649
1kHjBtPeJf3fyy3aRUJdTs,You & I,SINGLE,4e4lcwPxcGOe7k5gxGiS1a,Heartstreets,291,221284,1d4MXh7vtqrhNytfusltYu,Blame It on Me,4,19,track,0.694,0.635,221284,0.676,0.00172,10,0.251,-4.537,0,0.0359,75.995,4,audio_features,0.483
1t6damSmBgH1EEAbi1o2iG,Horizon EP,SINGLE,5lCJFwR3miqkXQ49oV0vpt,ambinate,292,273085,3O6XK9wig0lgqaG8RgOcha,Horizon,1,36,track,0.762,0.576,273086,0.5,0.909,8,0.126,-10.537,0,0.0549,138.01,4,audio_features,0.302
56QbQ7I1bgCPysnQAZd2ur,Small Sound,SINGLE,1ybAN3utgdoUL1MUCtH4QM,Tennis,293,200167,5jcEo4L7xF1EUy9nNMzh2X,Dimming Light,4,30,track,0.0271,0.464,200168,0.625,0.000749,3,0.118,-5.452,0,0.0287,168.9,4,audio_features,0.762
4tKnS9Q0lgN3i7SmXi4mGI,Just Give In / Never Going Home,ALBUM,1nEGjL7aMVdNQzsfQPKdGr,Hazel English,294,198600,0w9BogmsQSklaERVHIF9e1,I'm Fine,10,41,track,0.326,0.362,198600,0.463,0.0349,2,0.0994,-4.68,1,0.0285,139.986,4,audio_features,0.18
36C6Ba0ZJxfwTT4RjFUPpr,Cruising with You,SINGLE,4e4lcwPxcGOe7k5gxGiS1a,Heartstreets,295,220836,2qEKsEFEzU5yb6oTtBfLsy,Cruising with You,1,32,track,0.692,0.73,220837,0.584,0.0295,9,0.134,-4.996,0,0.0858,134.955,4,audio_features,0.493
1ewy3UCj11RI5NpR5cYbCS,Legendary - EP,SINGLE,1xKrH6GSh9CJh8nYwbqW7B,Welshly Arms,296,230696,5ny146QcjwyWUUhJDLv3Ch,Legendary,1,63,track,0.053,0.514,230697,0.623,1.34e-06,11,0.0983,-5.402,0,0.039,141.928,4,audio_features,0.421
3zo0Hxh9rjJsdw2JAKReE3,Turn Down for What,SINGLE,540vIaP2JwjQb9dm3aArA4,DJ Snake,298,213733,67awxiNHNyjMXhVgsHuIrs,Turn Down for What,1,72,track,0.00107,0.818,213733,0.799,0.128,1,0.057,-4.1,0,0.156,100.014,4,audio_features,0.0815
5MBUL8d9FAYCCMrogOFX68,United,ALBUM,1xU878Z1QtBldR7ru9owdU,Phoenix,300,266600,3AA8xNhDC0MpqwkGX3EP5V,If I ever feel better,4,67,track,0.0492,0.755,266600,0.553,0.00607,6,0.0646,-9.449,0,0.107,119.7,4,audio_features,0.836
3l7iMXJ0jqFnIYZRyCUewC,Helplessness Blues,ALBUM,4EVpmkEwrLYEg6jIsiPMIb,Fleet Foxes,301,276040,3HKV2xAAQjNbYh8PMBgG60,Grown Ocean,12,43,track,0.0118,0.343,276040,0.719,0.0406,0,0.123,-7.261,1,0.0542,157.678,3,audio_features,0.203
6XO9dbsH9zhuQgFGH0hUrb,The Heist,ALBUM,5BcAKTbp20cv7tC5VqPFoC,Macklemore & Ryan Lewis,302,235613,4YMqbFcDIFiCBd02PzUBcM,Thrift Shop (feat. Wanz),3,71,track,0.0619,0.781,235613,0.526,0.0,6,0.0457,-6.985,0,0.293,94.992,4,audio_features,0.662
06b5my5EGxEZE18EiI7avG,Friends,COMPILATION,1w6YfDok1oXwLvE1rlHewV,Brijs,303,227738,5m7nNrNPOwpxT15ksFIGSE,Shy,3,39,track,0.784,0.79,227738,0.549,0.492,2,0.0982,-5.913,1,0.0475,126.056,4,audio_features,0.592
4ymjpcGruNuUUUZOeGawLe,another eternity,ALBUM,1TtJ8j22Roc24e2Jx3OcU4,Purity Ring,305,207809,6pTfJ82DLrBoTTaKJrFr7R,push pull,3,51,track,0.00287,0.386,207810,0.708,2.26e-05,5,0.245,-8.173,1,0.0489,110.354,5,audio_features,0.0858
0v1JwHkMxT27evapwgUcvp,Seven Nation Army,SINGLE,100sLnojEpcadRx4edEBA6,Zella Day,306,172919,7fBRH08A6Fu47GMyFamyoO,Seven Nation Army,1,62,track,0.891,0.69,172920,0.283,0.000386,2,0.111,-7.309,1,0.0294,104.348,4,audio_features,0.35
5617XywlV7MnFtco0EuZTT,Disco Cuts EP,SINGLE,3txM1X4je9gqlxE9IKqVsl,Justin Faust,307,277000,02Z0VLPtDgMQeLsZcg7qVU,Love Alive - Original Mix,2,29,track,0.0158,0.862,277000,0.51,0.867,10,0.111,-10.126,0,0.0668,121.995,4,audio_features,0.741
30oyKmiKCKSbkBRWljEvpx,Boom Clap,SINGLE,25uiPmTg16RbhZWAqwLBy5,Charli XCX,308,169866,0PjkFSNBbpfYRYpAG4uuGb,Boom Clap,1,53,track,0.154,0.659,169866,0.911,0.000304,4,0.191,-2.28,1,0.0786,91.999,4,audio_features,0.576
5jQLoKbaDIxfNcvFcWqUpm,No Love in the Jungle,SINGLE,0nLSQ7A3JaZfFTH0D4381m,Harper,309,217507,25onIw1yubbIl8Yjcr0RRj,No Love in the Jungle,1,35,track,0.00187,0.719,217508,0.766,0.000143,1,0.176,-3.672,0,0.0918,103.991,4,audio_features,0.614
1a8C6CJ1XQKQQ4HobahN8Z,Cheerleader,SINGLE,55SUpsj027epu8yi663EKZ,Luna Shadows,311,174750,2UJ9AZDImomqKj6QNsEDi7,Cheerleader,1,37,track,0.382,0.559,174750,0.773,5.78e-05,9,0.0983,-4.961,1,0.0645,80.043,4,audio_features,0.279
