State,     Apparel manufacturing,     Beverage and tobacco product manufacturing,     Chemical manufacturing,     Computer and electronic product manufacturing,"     Electrical equipment, appliance, and component manufacturing",     Fabricated metal product manufacturing,     Food manufacturing,     Furniture and related product manufacturing,     Leather and allied product manufacturing,     Machinery manufacturing,     Miscellaneous manufacturing,"     Motor vehicles, bodies and trailers, and parts manufacturing",     Nonmetallic mineral product manufacturing,     Other transportation equipment manufacturing,     Paper manufacturing,     Petroleum and coal products manufacturing,     Plastics and rubber products manufacturing,     Primary metal manufacturing,     Printing and related support activities,     Textile mills,     Textile product mills,     Wood product manufacturing,    Accommodation,    Administrative and support services,    Air transportation,    Ambulatory health care services,"    Amusement, gambling, and recreation industries","    Apparel, leather, and allied product manufacturing",    Broadcasting (except Internet),    Building material and garden equipment and supplies dealers,    Chemical manufacturing,    Clothing and clothing accessories stores,    Computer and electronic product manufacturing,    Computer systems design and related services,    Construction of buildings,    Couriers and messengers,    Credit intermediation and related activities,"    Data processing, hosting, and related services",    Durable goods manufacturing,"    Electrical equipment, appliance, and component manufacturing",    Electronics and appliance stores,    Fabricated metal product manufacturing,"    Fishing, hunting and trapping",    Food and beverage and tobacco products manufacturing,    Food and beverage stores,    Food services and drinking places,    Forestry and logging,"    Funds, trusts, and other financial vehicles",    Furniture and home furnishings stores,    Furniture and related product manufacturing,    Gasoline stations,    General merchandise stores,    Health and personal care stores,    Heavy and civil engineering construction,    Hospitals,    Insurance carriers and related activities,    Internet publishing and broadcasting 3/,    Legal services,    Lessors of nonfinancial intangible assets (except copyrighted works),    Local government,    Machinery manufacturing,    Mining (except oil and gas),    Miscellaneous manufacturing,"    Miscellaneous professional, scientific, and technical services",    Miscellaneous store retailers,"    Monetary Authorities- central bank, credit intermediation, and related services",    Monetary Authorities-central bank,    Motion picture and sound recording industries,    Motor vehicle and parts dealers,"    Motor vehicles, bodies and trailers, and parts manufacturing","    Museums, historical sites, and similar institutions",    Nondurable goods manufacturing,    Nonmetallic mineral product manufacturing,    Nonstore retailers,    Nursing and residential care facilities,    Oil and gas extraction,    Other information services 3/,    Other transportation equipment manufacturing,    Paper manufacturing,"    Performing arts, spectator sports, and related industries","    Performing arts, spectator sports, museums, and related activities",    Personal and laundry services,    Petroleum and coal products manufacturing,    Pipeline transportation,    Plastics and rubber products manufacturing,    Primary metal manufacturing,    Printing and related support activities,    Private households,    Publishing industries (except Internet),    Rail transportation,    Real estate,"    Religious, grantmaking, civic, professional, and similar organizations",    Rental and leasing services,    Rental and leasing services and lessors of nonfinancial intangible assets,    Repair and maintenance,    Scenic and sightseeing transportation,"    Securities, commodity contracts, and other financial investments and related activities",    Social assistance,    Specialty trade contractors,"    Sporting goods, hobby, musical instrument, and book stores",    State government,    Support activities for agriculture and forestry,    Support activities for mining,    Support activities for transportation,    Telecommunications,    Textile mills and textile product mills,    Transit and ground passenger transportation,    Truck transportation,    Warehousing and storage,    Waste management and remediation services,    Water transportation,    Wood product manufacturing,   Accommodation and food services,   Administrative and support and waste management and remediation services,   Air transportation,"   Arts, entertainment, and recreation",   Broadcasting (except Internet) and telecommunications,   Construction,"   Data processing, hosting, and other information services",   Durable goods manufacturing,   Educational services,   Farms,   Federal civilian,   Finance and insurance,"   Forestry, fishing, and related activities",   Health care and social assistance,   Information,   Management of companies and enterprises,   Manufacturing,   Military,   Mining (except oil and gas),"   Mining, quarrying, and oil and gas extraction",   Motion picture and sound recording industries,   Nondurable goods manufacturing,   Oil and gas extraction,   Other services (except government and government enterprises),   Other transportation and support activities,   Pipeline transportation,"   Professional, scientific, and technical services",   Publishing industries (except Internet),   Rail transportation,   Real estate and rental and leasing,   Retail trade,   State and local,   Support activities for mining,   Transit and ground passenger transportation,   Transportation and warehousing,   Truck transportation,   Utilities,   Warehousing and storage,   Water transportation,   Wholesale trade,"  Agriculture, forestry, fishing, and hunting","  Arts, entertainment, recreation, accommodation, and food services",  Construction,"  Educational services, health care, and social assistance",  Farm proprietors employment,  Federal civilian,"  Finance, insurance, real estate, rental, and leasing",  Government and government enterprises,  Information,  Manufacturing,  Military,"  Mining, quarrying, and oil and gas extraction",  Nonfarm proprietors employment 2/,  Other services (except government and government enterprises),  Private nonfarm employment,  Professional and business services,  Retail trade,  State and local,  Transportation and warehousing,  Utilities,  Wholesale trade, Farm employment, Government and government enterprises, Nonfarm employment, Private industries, Proprietors employment, Wage and salary employment,All industry total,Natural resources and mining,Private goods-producing industries 2/,Private services-providing industries 3/,Total employment (number of jobs),Trade,Transportation and utilities,Population,GDP_Growth
Georgia,3785,6554,22909,10988,13658,30496,69262,12421,463,22306,16107,25313,17249,26437,19320,1089,23188,7426,15218,19862,29053,19030,53387,483945.4,40364,258378.3,49703.1,101.4,14663,41973,4813.9,49901,2176.7,8817.4,67925,0,83438,13077,201431,2429.1,20012,2967.7,1734,12871.7,97087,414969.5,8889,1115.9,18761,1018.1,30773,110058,38299,32597,161015.1,120100.4,0,6290.7,1271,403977,3504.8,5543,1510.4,21175.1,45908,26137.9,0,19021,73421,2754.6,3351,210703,2340.9,47349,67837.1,4641,4967,5226.5,4228,59878,1641.7,162467,508.4,515,2971.2,876.2,1288,35173,28256,0,285219.4,100892,23785,8865.9,77051,808,87596.6,103509.1,212315,22831,175995,15046,739,29076,53047,4275.5,45558,79334,43304,11574.3,435,1825.5,468356.5,495519.6,10748,114573.8,27739.4,312837,5689.3,26630.7,129631.7,2416.5,100624,329218.7,26719,590739.5,133031,87023.6,412134,89733,993,10923,2420.2,31058,0,375583,3983,277.9,435543.2,7162.5,1212.6,319141.3,596373,579972,37.9,443.3,280104,4666.6,22211,2397.7,45.9,237911,3466.5,17509.3,21183.6,41214.3,35081,13504.6,106946,770329,43011.4,57688.7,7452.8,1030.9,1383485,10118.3,5145897,64957.4,30294.1,43990.2,23774.9,10435.4,41782.4,54246,64947.6,5916226,473413.1,1418566,4551906,538360.6,4497.4,83369.7,390043.4,5970472,72076.4,34210.3,"10,429,379",1.0
Hawaii,1099,1023,463,275,0,459,7327,577,0,0,2073,2,1199,0,91,545,361,0,1082,0,295,626,46369.8,65473.5,9140,39170.5,10114.1,19.1,1107,4520,81.1,12921,30,608.3,14676,0,8616,614,6421,2.4,1341,36.4,1616,534,16049,73210.1,116,864.2,1690,17.4,2248,14675,6449,5243,17753,12516.2,0,718.8,37,19310,6.3,292,51.8,2086.5,9861,1055,0,2466,7350,0.3,3107,12458,144.8,8574,10287.3,0,286,100.3,7.9,10240,424.1,21412,426.6,1,31.7,0.8,64.5,3089,1807,1,53107.7,16498,5639,1645.6,8773,4755,9856,19587.6,30159,3836,74544,2242,0,4823,4467,19.8,9298,3734,0,2453.4,1778,12.3,119579.9,67926.9,2932.2,23885.2,1208,50078,160.6,402.8,21193.1,385.1,33224,32907.4,4060.6,86798.5,10747,10534.4,18879,56447,74.3,1017,213.1,1184.7,0.5,49772,767.9,0,50029.6,248.9,0,60429.3,89514,93854,0.4,250.5,36375,296.6,4534,41.1,293.6,21721,471.7,8265.1,5263.7,6531.6,5705,4357.3,20309.6,183525,1830.6,1587.5,5316.2,75.2,185005,1906.6,717372,7417,5543.2,7729.2,4581.9,1802.5,2659.2,11999,17402.7,900897,68245.4,190710,722186,85648.1,547,7398.2,60847.2,912896,8202.3,6384.3,"1,427,538",0.0
Idaho,756,1076,2951,12346,1215,6676,18033,2086,226,3493,3436,0,1533,0,1933,75,2107,785,1585,62,311,6898,11274.7,56358.4,1219,44207.7,11516,28.3,1508,8379,322.1,4895,2571.3,493.7,14404,3340,12913,986,41799,147.6,2706,511.3,606,1818.7,14299,58157,2576,38.8,2525,98.7,6581,18413,4781,5797,28041,14923.2,0,374.5,111,78111,253.4,3278,122.4,2822.9,11397,1361.6,0,1167,14164,99.3,315,29115,132.9,14819,15863.7,1517,1105,123.2,261.6,8712,147.4,18309,19,0,213,143.8,143.7,3885,3263,0,54629.9,12296,3759,416.7,13442,0,12983.9,20182.9,43138,6098,31561,9861,636,2092,3920,23.9,4096,14238,2139,3398.5,44,627,69431.7,59757,208.1,20690.4,737.6,63339,467,4831,17921,2896.9,12872,43765.5,13553.6,108295.3,11949,7532.6,70914,8687,510.6,5431,45.6,2830.2,35.7,47932,292.8,15.8,61171.1,334.6,345.4,58916.6,109057,109672,33,90.8,28810,911.5,3448,100.6,5.4,31665,3407.4,2587.1,4250.1,6461.2,22208,1838.5,12123.1,131231,1584.8,7661.3,537.6,579.3,227131,1362.4,805148,6749.7,5608.9,6948.1,1970.3,1338.3,4195.3,39423,9324.2,936379,59879.2,249339,726463,69203.4,3986.7,15898.1,43981,975802,9804.2,3308.5,"1,716,943",1.0
Illinois,4431,7866,47759,32161,23110,91613,83014,13592,1301,73764,32490,37202,15001,5878,19207,5854,42436,18369,29465,1158,3218,7760,64234.7,549556.2,38200,334645.4,81765.6,266.6,11422,47653,19083.9,60188,5604.1,12059.3,79008,33592,131408,12748,350940,3694.8,24916,9726,947,13269.7,126299,500381.6,1069,509.4,20165,1288.6,31228,134473,55603,33067,263764.6,192464,0,15527.2,1020,602908,13403.1,7117,5428.1,38705.8,56704,27393.7,0,12788,77566,4362.7,8513,245709,2286.2,64566,152311.6,19113,11990,793.6,2104.5,78130,4553.7,174376,4625.5,1124,5667.6,2089.2,2753.2,41880,32495,14192,364038.7,155178,30675,12466.6,87899,1401,202808.9,186023.3,226443,28286,147997,10769,1902,39394,37227,284.1,111991,109778,54168,17565.3,2138,483.1,564616.3,567121.5,8843.3,172962.3,13216.1,338518,9825,49159.6,225475.2,5411.7,80332,575769.1,13188.4,936744.9,118670,122212,596649,41770,1508.1,28132,1260.7,48055,89.5,459333,4986.4,830.4,639462.4,6873.7,2630.5,408200.3,727647,750905,117.9,2146.9,405978,7924.9,26141,3373.5,342.1,320978,5815.1,32553.7,28286.8,69660.1,59838,11929.4,184675.4,873007,31175.5,97214.7,3085.4,1715.5,1562399,18356.6,6851753,108752.9,39545.2,63408.1,31077.9,13227.3,63200.6,74053,78423,7724760,725257.3,1622237,6176576,803680.2,7530.6,133032.1,592225.1,7798813,102745.8,44305.2,"12,802,023",0.0
Indiana,1337,5426,30876,15094,9374,60409,39572,26133,924,44011,31894,116308,14434,10829,9847,3545,40093,41754,16636,673,3243,16329,26708,231989.4,3369,173046.3,40093.5,100.3,5150,31931,22413.6,23356,2255.6,3108.5,47683,21564,45255,4127,386569,911.8,9978,6442.9,0,6710.3,51807,261479.1,0,76,9648,1941.6,23371,76276,24505,20213,126547.6,77316.9,0,2330.3,239,268804,5713.3,6109,4092.8,8914.2,37060,4713.3,0,4369,47604,18266.8,2399,152172,1743.1,49283,84919.9,6131,2673,2217.2,1062.8,31013,1543.4,76160,2986.2,521,3827.4,8781.8,1228.1,14607,11435,0,156559.6,85220,14143,2345.3,48619,235,39957.9,78287,130676,15679,118260,8061,653,11346,13394,209.7,17983,69416,32589,10673.9,0,1075,288187,242663.4,559.9,75048.9,3596.3,198572,1167.8,53441.9,89493,3204.2,37667,170916.2,10398.3,462800.9,41148,43536.2,538741,20696,1217.7,12893,309.2,38538.4,21,224606,1825.6,225.8,187451.1,1512,1239.1,173286.9,400498,387064,35.9,353,164871,5118.3,14586,1753.4,295.6,127207,3628.5,12414.9,12590.3,32066.9,50627,4674.4,52522,445427,6585.3,91980.3,1171.7,1274.5,645931,7633.3,3340844,28631.7,19636.2,26220.8,11370.8,6778.4,19530.9,61183,32066.9,3786271,306644,696558,3150896,338711,4903,109473.7,197170.3,3847454,39167.1,18149.2,"6,666,818",0.0
Iowa,1238,2203,11380,12157,6736,21055,53198,7456,336,38705,0,0,5949,3124,3656,412,11484,7049,6977,153,690,9428,23876.3,87758,404,73124.4,20379.6,50.3,2795,16246,4690.3,11222,1874.1,1256.3,26905,7216,46386,3962,129515,806.3,5829,1698.4,440,7497.1,43379,111542.2,602,23.8,4794,849.9,22623,35368,11354,15228,45107.1,77105.3,0,1043.3,164,171502,6703.9,2477,402.9,3599.7,17545,6305.4,0,2150,25481,948.6,1085,91727,1157.7,21857,58952,2337,821,365.2,771.7,15255,409,35823,172.9,393,1155.2,922.4,529.5,7418,9511,3138,80726.8,35499,6650,1385.1,28326,104,26863,53716.7,79602,8984,67494,14596,93,4366,7830,51,6581,40648,14773,4277.6,178,793,135418.4,92035.5,105.5,37128.6,2005.2,121735,998.1,16522.4,51227.2,7072.2,17757,159262.6,16140.7,230900.3,27069,22984.9,221242,11639,258.4,4907,160.1,14918,0,107066,622.4,104.4,86207.4,1443.6,979.9,88925.8,224682,238996,4.2,142.1,77801,2892.4,7106,803.7,23.4,71727,7574.9,5221,7917.8,13729.5,71411,2015.6,44358.5,268392,4607,31440.4,806.8,262.6,362366,3710.1,1708150,11604.9,9543.3,17960.1,5674,3133.5,10619.5,90097,20782.4,1976542,159396.9,433777,1632862,180179.3,7837.5,47195.6,112201.3,2066639,20162.8,8807.5,"3,145,711",0.0
Kansas,892,966,8251,4215,3341,16397,32725,3886,137,19142,5624,0,5334,31178,1990,2422,9826,1806,8216,141,1432,0,13470.4,104212.8,615,69934.4,18195.3,47.9,2459,13377,1881.8,11184,589.3,2320.5,18789,9019,29640,2308,100723,502.7,5154,1385.5,0,4124.4,31037,110200.4,0,314.5,6293,252,12478,32203,10434,11270,54192.4,43529.7,0,942.1,290,178743,1752.3,2244,358.4,5435.4,17260,2821.6,0,2266,21452,1314.6,876,66998,631.2,19071,42202.8,41600,1344,6661.5,255.7,14022,146.2,32182,1743.5,940,1020.7,115,867.4,7753,6804,5493,75878.9,35598,6229,4306.5,21664,60,33473.2,47361.9,63482,8565,54181,9696,4709,5574,9816,49.8,8187,24184,11607,3752.6,22,181.4,123670.8,107965.4,66.8,33239.5,3583.8,93541,670.7,13743.9,29125.1,4322.9,25083,112085,10731.3,213691.4,24997,31077.1,167721,33130,120.5,48553,135.5,9991.2,542.6,97197,962.9,787.2,116650,898.8,1558.2,86704.4,188508,232924,184.9,172.4,65701,1758.5,7133,644,0.2,64960,4673.1,4775.4,5940.2,12740.5,51613,2685.8,27689.4,291137,5288.7,23735,2818.3,848.1,384466,3387.1,1561013,16682.5,9888.9,15078.5,5950.2,2966.1,10432.5,64670,20582.6,1852150,134997.7,436079,1480741,155580.4,5521.2,35196.4,99801.3,1916820,20321.4,8916.3,"2,913,123",0.0
Kentucky,1626,6922,12678,5381,10370,21872,28679,4529,259,21003,6291,61668,7732,4212,8721,1125,16920,11798,10198,807,1511,11822,18330.7,153202.7,2887,106149.6,18966.9,52.3,3642,19768,2157.4,15897,1489.8,1461.3,26645,30266,35961,4274,166678,1340.1,5948,1992.5,0,7066.4,37661,170083.7,0,59.4,5720,284.4,16995,53201,18860,15112,84508.2,50622.3,0,1549.5,127,172872,1780.7,9701,378.2,4968.1,24439,3561.3,0,2741,30972,8840.7,1895,89446,909.7,20456,44855.2,8565,820,555.3,1599.7,19820,537.5,47465,895.1,904,1763.9,2517.6,741,10991,5858,3292,98108.1,41512,8624,1482.4,31504,262,25535.2,47282.3,85852,10060,99054,10382,2389,9649,10551,174.6,8455,33474,28787,5940.1,2706,680.5,188414.4,159142.7,461,41219.5,3022.1,127609,873.1,20769.4,42000,2019.8,36738,118549.3,13777.4,282795.2,27886,27327.1,256124,44554,1593.6,20655,123.1,14450.4,141.2,131472,3300.7,249.9,121398,686.2,627.7,108341.5,259977,271926,152.1,163.9,120682,2141.1,7206,1515.8,599.1,81867,2483.2,7371.8,8063.7,18233.1,68737,4624.4,31427.8,353218,4704.6,35219.9,3871.1,1887,432547,4151.9,2062257,16689.8,11574.6,18627.1,9059.3,3622.8,13422.6,82436,27122.5,2415475,167912.3,501284,1996627,195034.8,4370.2,47653.8,120258.5,2497911,24997.2,12682.2,"4,454,189",0.0
Louisiana,718,2672,26189,2283,1451,19004,17019,1713,202,14061,5656,0,6182,0,7056,12002,3539,3374,4027,433,1089,7245,40634.9,148906.7,3409,137268,29150.1,23.4,3850,21464,14616.7,21650,223.4,1037.3,42162,0,34543,2677,71168,156.9,6986,1663.1,8255,2328.4,42587,189788.7,5051,170.2,7186,71.5,21155,56031,20324,50392,85281.8,42424.3,0,3369.1,376,213020,1634.3,2297,313.8,7285.1,23612,4013.2,0,7102,32937,73.9,2245,74946,688.1,16942,46595.7,38153,592,1242.7,1969.3,23392,1247.3,68521,12390.1,2686,461.8,383.7,203.7,16756,4434,0,117495.8,46724,20472,4774.5,35530,930,32668.6,61256.6,105400,11045,79856,5887,30108,20169,11089,87.2,17660,27335,9182,10903.6,10516,774.3,230423.6,159810.3,735.7,56034.4,2702.3,197954,515.4,7225.8,58332.1,946.5,30809,118522.3,19782.6,330402.1,29744,32652,146114,35736,378.3,70558,1141.5,32080.6,4503.7,167531,2370.9,854.7,153511.5,540.8,624.9,143118.3,281919,292876,3059.6,359.1,104564,1707.2,9195,921.5,1524.2,77315,1536.1,11286,12175.7,20833.2,23116,3771.9,34633.6,359421,4900,39306.4,2366.6,7941.6,618346,5214.7,2299325,20815.9,15498.3,21036.6,9098.2,4819.8,12749.4,31005,27175.1,2658746,200808.7,641462,2048289,227983.9,9477.7,60959.7,139849,2689751,28247.7,13918.1,"4,684,333",0.0
Maine,444,1724,2673,1997,476,5232,6201,1662,1893,2426,2867,0,1720,9259,4718,404,2199,0,1778,1178,916,5508,14815.2,41900.2,275,37995.1,9389.7,105.2,1241,7892,513.6,5407,410.8,619.1,13008,2867,11432,828,32172,30.6,1965,517.3,7432,738.1,19567,49837.3,5038,550.5,1888,91.7,7645,13514,4570,4187,36916,15813.2,0,570.7,8,58699,219,0,164.2,1981.3,10758,1256.6,0,1121,11520,90.4,633,24128,132.4,10914,24251.7,247,817,942.7,746.3,11050,287.2,14252,91.1,81,252.7,24.9,106.7,3771,3356,518,38750.9,11813,2937,473,11571,477,7435.6,24090,36537,4133,26582,2583,0,1779,2705,111.7,3633,7549,4579,2518.7,174,375,64652.5,44418.9,87.6,21359.9,586.7,53732,227.2,2999,21998.9,308.6,15030,36487.9,15562.2,123252.8,10068,11893.7,56300,6798,25.9,1196,50.4,2665.4,0,41407,262.4,28.3,47877.1,367,55.1,42168.9,99773,85281,0,115.6,21932,536.6,1971,250.7,8.7,22393,817.8,3092.4,2134.6,7992.7,7550,1907.8,12317.7,107109,1231.3,5664.4,559.1,25.9,187115,1318.9,708437,6095.7,4818.3,5783,1345,975.2,3367.5,11425,8250,815546,51197.3,194665,632306,59447.3,843.7,8642.7,42554.6,826971,8185.7,2320.2,"1,335,907",0.0
Maryland,1873,3467,12486,18330,2327,8448,16509,4487,280,6633,6617,1021,4861,3550,2641,861,5954,1001,8854,493,918,2935,29791.2,237537.4,5573,193835.4,46761.7,97.4,5566,24409,6110.9,29814,4395.6,10821.2,54858,0,48396,5899,60210,192.9,9617,815.9,2234,2770.6,71625,227103.2,704,588.7,10959,367.8,12008,53608,22680,21425,115272.1,58755,0,4052.5,363,243626,1035,1267,912.1,22878.1,27933,5942.6,0,5576,40131,190.4,1935,54336,670.3,30398,79904.4,2868,2441,811.8,260.2,43063,2197,83591,398.6,113,977.7,113.4,649.6,25232,13344,0,223244.5,66117,13894,9662.4,39684,737,68067.1,75232.3,159980,14184,98426,3632,577,11090,19424,122.7,54755,23463,18269,10426.5,1277,222.8,256894.4,247963.9,1767.8,93956.7,11704.7,236263,1939.2,9728,109787.5,730.8,174895,188580.5,6706.5,464244.3,52250,34614.4,114546,50119,226.6,4712,493.7,11387.8,2.3,214624,1992,45.1,394217.8,2899.3,412.1,247163.9,347366,342052,39.2,1004.4,140078,1595.8,11719,1330.6,228.5,95355,867.3,14802.1,17105.3,35017.8,10848,38074.2,86527.4,567066,17036.9,21115.8,9571.1,268.1,841391,8769.8,3071137,53422.1,19132.2,30703.3,8376.3,6963.3,16623.8,18347,78348.6,3638203,306028.2,852239,2804311,384376.8,1135.4,39356.6,266671.7,3656550,35756,15339.6,"6,052,177",0.0
Massachusetts,3359,4305,18238,56200,8762,33219,25962,4771,1904,17508,22455,0,6650,0,7920,1010,12910,2816,12148,2953,2316,3296,44108.4,249555.4,8478,250373,55746.4,345.8,6777,27176,9461.7,38332,15924.1,14950.5,50762,20155,63265,10775,167817,1302.8,8625,5037.2,6014,2879.6,105971,293906.2,1028,157.1,11149,358.7,13351,51207,29600,17795,216009.4,99916.9,0,7399.7,617,271306,2058.2,1525,4747.2,39767.9,34706,14841.5,0,8076,41684,212.8,6262,93025,875.9,35556,113550.6,1996,10367,1901,802,65036,4038.5,98251,343.2,146,1604.2,331.5,1251.5,26452,47803,3535,255916.1,71093,13305,4679.2,44496,1796,142613.1,160684.2,180318,17958,126602,3287,228,9392,20798,429.9,74658,21432,12598,13995.1,1006,191.4,338014.6,263550.6,2300.9,131082.9,6443.2,248875,6876.8,32940.8,259059.2,182.9,46312,330453.7,10861.3,740617.2,104596,80564.6,260842,19301,334.6,3749,626.1,17118,2.4,240292,1602,58.7,524745.1,16423.5,387.3,274517.3,415315,397908,18.4,1974.3,153196,1714.8,13420,871.4,160,137693,715.2,21304.5,18438.7,65340.4,6675,8360.2,121673,463521,30369.5,50058.8,6550.2,355.4,1028957,9834.5,4235251,87343.3,20722,37227.1,9069.3,5882.5,26319.7,11404,52137.5,4698772,467426.7,1035632,3674544,519564.2,1070.6,69568.1,397858.6,4710176,47041.6,14951.8,"6,859,819",1.0
Michigan,2461,7943,30836,20482,13837,83403,39028,23248,1111,74988,27263,173991,11644,7186,11952,1641,42502,22303,16221,676,2689,12135,50667.4,377080.8,13211,273297.9,51151.4,193.6,6491,46103,6458.9,38254,2114.2,6413.8,62674,18763,81142,8873,470480,2517.4,15349,7629.4,1235,5617,83479,362157.8,4739,7985.7,14579,2365.8,27303,113119,38492,20334,224774.1,96746.9,0,4645.9,855,355901,8100.1,5104,3151.5,27322.1,49460,9118.4,211,8407,68754,39688.6,4553,157060,1642.3,47654,115817.1,13657,5992,1055.6,1412.4,51198,2018.5,133340,819.4,1204,4268.6,2824.4,1314.6,23362,21015,2808,277683.9,95715,20053,6443.1,70422,864,78859.5,101929.9,177091,25756,183396,11042,1907,16904,22710,274.3,27349,65949,17720,14663.7,925,882.6,412825.2,391744.5,3351.3,108920.9,5811.5,260099,3479.4,71972.1,113356.3,2226,52212,274063.5,17553.7,715819.1,73488,76466.6,627540,17687,1743,20668,595.1,20358.9,101.9,322839,2120.3,347,447862.8,3839.1,420.2,305035.1,568302,539297,113.9,498,165697,4311,21214,1170.8,110.7,188291,2763.7,16886.1,18971.9,46178.4,45624,7441.8,85402.6,609196,13725.1,92331,1662.6,1958.7,1128558,11066.3,4898669,64111.9,29468.2,43377.5,12329.3,9774.7,32735.2,69512,52482,5507865,437703.1,1174182,4403195,490185,4722.4,116025.4,321677.7,5577377,62203.4,22104,"9,962,311",0.0
Minnesota,1542,4043,12019,46217,8794,43872,47831,10639,1241,34134,28082,0,10959,0,9340,2320,15857,6149,24003,441,2832,12814,32973.3,174251,14934,179902.2,38278.7,134.3,6422,27424,2717.4,24554,9273.5,5598.2,39161,17731,64984,8140,213233,1361,9177,4164.9,1143,5973.1,56617,211266,2627,137,10103,863.5,25560,61707,20582,19301,111479.2,88064.5,0,3664.7,1006,276829,4327.2,6720,5082.9,14458.4,31203,11410.9,0,5546,37894,841.9,2899,121469,1230.1,42537,113769.1,4074,2765,1661.9,1627.1,47388,1810,66994,2269.1,726,1615.4,646.8,2143.6,14661,22293,4269,168747.9,76378,9673,2413.5,38681,311,73094.3,119206.3,117767,16553,94178,10228,273,8306,13930,311.3,29816,41138,9779,7692.4,395,1179.3,244239.3,181943.4,3182.9,90375.7,4848.4,176229,3155,30632.9,96895.2,4588.8,31958,243535.7,14395.6,524356.8,59096,95426.9,334702,20022,2218.4,11067,327.5,16791.3,41.5,196714,1402.3,343.2,259999.3,4790.8,1099.8,181840.5,363911,371007,8,812.7,127405,2954.5,13619,579.2,214.8,141770,4986.4,11355,13371.4,35623.9,64041,3963.6,66402.2,422987,13121.7,47424.2,1407.6,2268,681415,7208.8,3199058,44684.6,18418.3,28785.3,10589.3,5305.7,23448.2,79670,34156.5,3622045,304207.7,745456,2956259,338364.2,7254.4,68049.9,236157.8,3701715,41866.5,15895.1,"5,576,606",0.0
Mississippi,1856,0,6306,2307,6388,10427,23810,19369,0,12236,0,0,3487,13569,3930,2488,6978,3628,2229,1087,1097,9526,31127.6,99928.2,445,66634.5,13215.1,89.5,2122,13573,1226.3,13031,175.1,483.5,17499,0,22051,1366,98514,797.5,3114,842.2,1382,1615.3,21481,105058.2,6766,116.9,4061,1073,15927,37986,11696,13038,32639.1,21562,0,990.5,67,154912,1292.7,1636,185.4,2030.4,14309,2673.7,0,1193,20882,2179.7,481,50649,393,9953,27046.9,11609,175,1440.2,634.9,8199,107.8,36561,1501.5,963,806.8,574.5,191.1,7049,2930,1344,55946.9,29004,5849,1126.7,21340,0,13446.3,37787.1,53169,6484,65918,7016,2741,4561,7551,350.2,3714,28880,13307,3516.6,1184,1042.3,136185.8,103444.8,79.4,22002.9,1755.8,83706,279.9,9995.4,26173.7,1224.5,25387,62180.9,15719.2,164107.6,15337,14595.7,149163,27013,157.3,15986,85,6415.7,334.1,93954,600.8,220.8,59905.4,285.5,352.3,62989.6,172497,220830,179.6,66.6,61023,1469,8644,681.7,194.1,38725,1779.7,4943.7,4168,9242.2,31321,3402.8,16507.5,273230,2406.2,16411.1,1880.3,671,339448,2554.6,1267276,7815.8,8824.3,13629.1,3664.8,3182.4,5764.6,39688,18912.3,1540506,87936.3,370769,1209425,106848.6,2450.7,23029.9,64906.4,1580194,14589,6847.3,"2,984,100",0.0
Missouri,2391,6114,19818,10281,10709,30335,40502,7694,1505,26782,10610,25684,8054,20846,6726,1330,16677,6949,12955,392,1971,9488,36903.1,208388.8,4743,146676.3,38334.3,144.6,6707,30447,5749.8,23989,2054.2,4926.8,44214,0,59763,11027,167432,1655.3,8631,2770.8,853,6933,52442,245171.5,2431,23.7,9462,460.4,30005,70355,23856,18548,137027.3,77890.3,0,4180.3,371,273378,2680.1,4634,1081.5,11182.9,35657,9522.8,0,4846,46958,4503.3,2999,110381,869.4,38951,79740.7,4872,1307,2103.1,1188.4,34383,2327.9,73299,468.3,334,1564.2,702.3,1227.5,12877,11636,0,168735.2,75372,14740,5284.5,45890,550,59786.6,104001.9,129419,15871,104207,10044,420,12817,22476,139.8,18221,53573,16436,7613.2,462,594,282074.6,216002,1216.3,78044.2,6400.5,192181,3966.9,19474.5,86492.8,2836.9,58423,215073.3,13691.5,467446.1,57999,78338.2,277813,35041,729.8,9926,328.4,17415.5,2.2,207438,1735.2,90.2,236999.9,1854.6,1692.3,189130.7,386624,377585,19.2,477,129917,3709.9,12605,1001.6,116.8,130274,3200.5,12114.8,10699,30163.9,89026,7190.4,55922,471049,12550.3,36890,2537.3,751.3,687510,6976.3,3131756,37750.1,17896.2,25850.4,10039.3,5299.2,20129.5,99277,35578.1,3602805,260382.4,776536,2925546,295960.5,3951.8,51540.7,208841.7,3702082,38025.7,15338.5,"6,113,532",0.0
